timestamp,wind_speed,grid_activepower,anomaly_status,anomaly_severity,lr_coef
23 04 2018 03:40,5.17,67.81,1,1,131.7550525
23 04 2018 05:10,5.78,403.82,1,0.6,163.9976303
23 04 2018 05:20,5.28,331.44,1,0.3,138.4297235
23 04 2018 05:30,5.74,383.31,1,0.6,131.4132124
23 04 2018 05:40,5.78,438.88,1,0.3,172.2862694
23 04 2018 05:50,5.66,417.24,1,0.3,93.98214286
23 04 2018 06:00,5.52,389.77,1,0.3,189.0866142
23 04 2018 23:00,5.51,334.99,1,0.6,89.86119493
23 04 2018 23:10,5.09,274,1,0.6,160.7365591
23 04 2018 23:20,4.85,228.96,1,0.6,158.9086022
24 04 2018 00:30,5.16,268.49,1,0.6,110.5491803
24 04 2018 00:40,5.01,255,1,0.6,103.0164835
24 04 2018 00:50,4.81,231.62,1,0.3,105.9675676
24 04 2018 01:00,4.84,236.44,1,0.3,114.2664756
24 04 2018 01:10,5.05,268.07,1,0.3,151.4122807
24 04 2018 01:20,5.05,274.82,1,0.3,166.6904762
24 04 2018 01:30,5.28,291.88,1,0.6,88.84782609
24 04 2018 01:40,5.14,268.86,1,0.6,82.01240695
24 04 2018 01:50,4.85,227.14,1,0.6,149.5488565
24 04 2018 02:00,4.77,208.03,1,0.6,158.9036939
24 04 2018 02:40,5.12,255.54,1,0.6,173.5471984
24 04 2018 05:00,5.96,452.87,1,0.6,178.7997558
24 04 2018 06:10,3.86,64.31,1,0.6,151.2876923
24 04 2018 15:10,4.69,194.58,1,0.6,154.3561328
24 04 2018 15:20,4.85,223.69,1,0.6,157.5110759
24 04 2018 15:30,4.89,227.38,1,0.6,169.125
24 04 2018 16:10,4.94,232.16,1,0.6,176.5040984
24 04 2018 16:20,5.48,328.44,1,0.6,178.2755941
24 04 2018 16:30,5.87,418.27,1,0.6,198.7675378
24 04 2018 20:10,5.05,273.74,1,0.3,190.262533
24 04 2018 20:20,4.91,240.48,1,0.6,185.3659044
24 04 2018 20:30,4.29,122.29,1,0.6,196.6546455
24 04 2018 20:40,4.52,169.6,1,0.6,189.6883271
24 04 2018 20:50,4.02,85.89,1,0.6,166.4829697
24 04 2018 21:00,4.45,145.94,1,0.6,157.6459754
24 04 2018 21:10,4.12,101.26,1,0.6,138.5875576
24 04 2018 21:20,3.7,61.98,1,0.3,111.1252654
25 04 2018 15:00,5.38,349.92,1,0.3,192.7897145
25 04 2018 15:40,5.49,380.74,1,0.3,196.3602885
25 04 2018 17:50,6.2,527.42,1,0.6,70.06088561
25 04 2018 18:30,6.08,564.6,1,0.3,75.30625631
25 04 2018 18:40,6.11,515.11,1,0.3,137.7570016
25 04 2018 19:20,6.23,567.43,1,0.3,154.1842105
25 04 2018 22:00,6.38,592.96,1,0.3,139.2637795
25 04 2018 22:10,6.42,580.07,1,0.6,51.24683544
26 04 2018 01:50,6.03,513.64,1,0.3,24.15384615
26 04 2018 03:00,6.21,574.37,1,0.3,33.7755102
26 04 2018 04:10,6.35,603.49,1,0.3,197.5759679
26 04 2018 04:50,6.4,624.36,1,0.3,153.4883721
27 04 2018 03:30,5.03,253.58,1,0.6,175.9934699
27 04 2018 03:40,4.63,172.52,1,0.6,180.6944258
27 04 2018 15:50,10.15,2241.67,1,0.3,186.3419443
28 04 2018 00:30,12.48,3080.96,1,0.3,139.8726068
28 04 2018 00:40,11.77,2936.95,1,0.3,197.6118781
28 04 2018 01:50,11.42,2793.83,1,0.3,4.73255814
29 04 2018 01:20,10.53,2293.86,1,0.6,92.27293578
29 04 2018 01:30,10.61,2285.24,1,0.6,49.78365385
29 04 2018 16:00,9.51,1882.15,1,0.6,127.2562568
29 04 2018 16:10,9.9,1972.24,1,0.6,182.7573583
30 04 2018 09:20,4.36,147.42,1,0.6,1.209677419
30 04 2018 09:30,4.56,161.66,1,0.6,58.62025316
30 04 2018 09:40,4.58,175.8,1,0.6,105.5675676
30 04 2018 10:20,4.86,236.48,1,0.3,177.7739726
30 04 2018 10:30,4.89,258.3,1,0.3,129.1894977
30 04 2018 10:40,5.3,324.52,1,0.3,183.5146167
30 04 2018 10:50,5.1,283.29,1,0.3,161.1582078
30 04 2018 11:30,5.32,274.38,1,0.6,121.1712329
30 04 2018 11:40,6.02,371.49,1,1,141.9141508
30 04 2018 11:50,6.17,413.83,1,1,156.1623482
30 04 2018 14:30,6.58,704.43,1,0.3,163.2960829
30 04 2018 14:40,6.77,725.2,1,0.3,119.2672015
30 04 2018 18:40,4.35,117.3,1,1,181.7404051
30 04 2018 18:50,4.32,114.74,1,1,101.0235911
30 04 2018 19:00,4.51,131.32,1,1,87.38338658
30 04 2018 19:10,4.11,86.79,1,1,111.7056619
30 04 2018 21:00,4.68,164.95,1,0.6,175.5260994
30 04 2018 22:30,4.7,194.19,1,0.6,184.1069652
30 04 2018 22:40,4.72,182.36,1,0.6,143.5978399
30 04 2018 22:50,4.48,141.28,1,0.6,199.8383459
30 04 2018 23:00,4.49,147.42,1,0.6,162.358047
30 04 2018 23:10,4.87,216.47,1,0.6,187.5404585
30 04 2018 23:20,5.16,266.75,1,0.6,178.2865368
30 04 2018 23:30,5.3,291.59,1,0.6,174.4989605
01 05 2018 01:10,4.4,130.75,1,0.6,50.12087912
01 05 2018 01:20,4.03,101.15,1,0.3,72.32762057
01 05 2018 02:30,4.1,111.1,1,0.3,180.95
01 05 2018 02:40,4.08,108.59,1,0.3,191.7142857
01 05 2018 02:50,4.43,165.74,1,0.3,164.2963762
01 05 2018 03:00,4.1,112.24,1,0.3,162.771786
01 05 2018 05:00,4.08,52.68,1,1,87.82004556
01 05 2018 15:30,4.01,84.17,1,0.6,151.4210755
01 05 2018 16:20,3.87,72.76,1,0.6,182.2646383
01 05 2018 16:30,4.21,112.27,1,0.6,116.7250287
01 05 2018 16:40,3.98,78.6,1,0.6,120.8189369
01 05 2018 17:20,3.91,51.46,1,1,160.6382175
02 05 2018 02:10,4.19,128.49,1,0.3,127.4006515
02 05 2018 02:20,4.76,223.07,1,0.3,162.519766
02 05 2018 02:30,5.26,318.86,1,0.3,177.6378067
02 05 2018 02:40,5.56,368.19,1,0.6,182.4387755
02 05 2018 02:50,5.37,344.7,1,0.3,159.9457308
02 05 2018 03:30,3.94,58.74,1,1,193.7665331
02 05 2018 05:50,4.32,104.55,1,1,86.98214286
02 05 2018 18:50,5.87,434.51,1,0.6,199.3523217
03 05 2018 03:00,5.11,263.55,1,0.6,170.3784946
03 05 2018 13:10,4.49,160.16,1,0.6,135.1235573
03 05 2018 13:20,4.49,164.88,1,0.6,142
03 05 2018 13:30,5.3,315.81,1,0.6,189.2469136
03 05 2018 13:40,4.77,209.47,1,0.6,188.2004136
03 05 2018 14:50,6.58,654.34,1,0.3,15.31950207
03 05 2018 15:00,6.89,667.36,1,0.6,42.14701803
03 05 2018 15:10,6.56,638.85,1,0.3,66.96348588
03 05 2018 15:20,6.8,733.55,1,0.3,149.9381443
04 05 2018 09:20,4.59,169.04,1,0.6,105.365628
04 05 2018 15:50,10.51,2430.29,1,0.3,159.3118557
04 05 2018 16:00,10.4,2400.06,1,0.3,173.0649351
04 05 2018 17:30,8.36,1513.98,1,0.3,193.5
04 05 2018 21:10,4.17,97.25,1,0.6,53.07142857
04 05 2018 21:20,4.42,140.63,1,0.6,161.2815631
04 05 2018 21:30,5.2,294.15,1,0.6,192.515071
05 05 2018 13:20,5.71,388.83,1,0.6,182.1602148
06 05 2018 03:20,5.92,400.07,1,0.6,140.1536697
07 05 2018 17:20,5.21,270.25,1,0.6,138.8753351
07 05 2018 17:30,5.23,326.76,1,0.3,161.9197847
07 05 2018 18:50,5.58,405.18,1,0.3,183.8430493
07 05 2018 19:00,5.48,385.27,1,0.3,199.1
08 05 2018 07:10,5.71,457.55,1,0.3,121.6389961
08 05 2018 15:00,4.85,256.1,1,0.3,183.7350326
08 05 2018 17:30,4.31,138.07,1,0.6,178.0248369
08 05 2018 17:40,5.06,278.91,1,0.3,186.5715746
08 05 2018 17:50,5.96,463.45,1,0.6,197.4586081
08 05 2018 18:30,4.59,180.23,1,0.6,199.4166667
08 05 2018 18:40,4.56,161.37,1,0.6,186.952381
08 05 2018 18:50,4.37,147.94,1,0.6,119.6873536
08 05 2018 19:00,5.07,271.79,1,0.3,185.1448741
09 05 2018 01:30,4.13,98.74,1,0.6,196.9993797
09 05 2018 01:40,4.27,115.08,1,0.6,186.1406883
09 05 2018 01:50,4.77,190.61,1,0.6,145.5379859
09 05 2018 03:20,4.8,206.2,1,0.6,152.4107638
09 05 2018 03:30,5.67,409.03,1,0.3,198.0914417
09 05 2018 08:30,5.14,287.77,1,0.3,165.1718673
09 05 2018 08:40,5,277.6,1,0.3,106.8990826
09 05 2018 08:50,5.13,291.54,1,0.3,87.3852459
09 05 2018 09:00,5.16,313.32,1,0.3,188.4976959
09 05 2018 09:40,5.28,329.39,1,0.3,190.8482328
09 05 2018 09:50,4.89,258.74,1,0.3,188.1685176
09 05 2018 10:00,4.68,221.23,1,0.3,180.3786408
09 05 2018 10:10,5.45,363.82,1,0.3,185.6892489
09 05 2018 10:20,4.66,209.63,1,0.3,190.4356826
09 05 2018 15:20,5.84,439.01,1,0.6,160.1572581
09 05 2018 15:30,5.99,480.94,1,0.3,175.244186
09 05 2018 17:40,3.85,59.32,1,1,131.3284182
09 05 2018 19:00,4.08,83.69,1,1,164.142369
09 05 2018 19:10,4.85,195.89,1,0.6,143.7116492
09 05 2018 19:20,4.92,217.33,1,0.6,153.5617615
09 05 2018 19:30,4.33,133.78,1,0.6,133.2892204
09 05 2018 20:10,5.88,431.88,1,0.6,191.1255847
10 05 2018 00:10,3.9,86.97,1,0.3,122.6784867
10 05 2018 00:20,5.35,332.59,1,0.3,175.2484755
10 05 2018 00:30,5.89,487.12,1,0.3,194.5002833
10 05 2018 01:10,5.31,319.81,1,0.6,72.15306122
10 05 2018 01:50,4.52,170.32,1,0.6,133.6366002
10 05 2018 02:00,4.22,132.2,1,0.3,128.5899281
10 05 2018 02:10,4.2,121.26,1,0.6,141.8775934
10 05 2018 02:20,3.71,57.23,1,0.6,139.4890132
10 05 2018 02:30,3.89,93.07,1,0.3,126.3288117
10 05 2018 02:40,4.32,140.38,1,0.6,131.5167967
10 05 2018 02:50,4.08,90.56,1,0.6,114.2254128
10 05 2018 03:30,4.3,138.85,1,0.6,185.9504792
10 05 2018 05:10,4.02,100.78,1,0.3,169.156304
10 05 2018 17:20,4.2,112.87,1,0.6,147.9164145
10 05 2018 17:30,4.33,141.38,1,0.6,145.7576466
10 05 2018 17:40,3.96,80.04,1,0.6,162.1631977
11 05 2018 05:20,4.8,193.22,1,0.6,125.8898849
11 05 2018 05:30,4.12,93.56,1,0.6,142.3474552
11 05 2018 05:40,4.7,212.18,1,0.3,166.5089021
11 05 2018 05:50,4.97,250.98,1,0.6,188.2687754
11 05 2018 06:00,5.11,278.81,1,0.6,159.9788949
11 05 2018 07:00,4.06,107.12,1,0.3,135.7928177
11 05 2018 07:10,4.23,132.55,1,0.3,149.2369778
11 05 2018 07:20,4.93,262.39,1,0.3,180.5110519
11 05 2018 18:10,4.19,114.83,1,0.6,193.0491927
11 05 2018 19:00,5.55,380.85,1,0.3,199.4874313
13 05 2018 15:00,3.7,62.22,1,0.3,153.79
13 05 2018 15:10,3.66,56.25,1,0.3,162.625
13 05 2018 15:20,3.67,58.72,1,0.3,141.7307692
13 05 2018 16:00,3.86,79.14,1,0.3,25.14792899
13 05 2018 16:10,4.01,103.7,1,0.3,160.7278107
13 05 2018 16:20,4.14,104.13,1,0.6,91.14685908
13 05 2018 16:30,4.35,124.56,1,0.6,64.77123443
13 05 2018 16:40,4.28,116.54,1,0.6,96.05102041
13 05 2018 22:00,4.03,96.14,1,0.6,13.67213115
13 05 2018 23:00,4.14,117.13,1,0.3,164.244898
15 05 2018 01:40,4.5,145.05,1,0.6,169.4965986
15 05 2018 01:50,4.7,194.08,1,0.6,197.4087948
15 05 2018 02:30,4.77,199.04,1,0.6,159.8461538
15 05 2018 03:10,4.18,121.16,1,0.3,100.5373134
15 05 2018 03:20,4.31,134.18,1,0.6,108.4671815
15 05 2018 03:30,4.36,132.2,1,0.6,69.12741313
15 05 2018 03:40,4.33,136,1,0.6,46.47368421
15 05 2018 03:50,4.01,84.66,1,0.6,145.9424269
15 05 2018 04:00,4.12,100.84,1,0.6,161.3631778
15 05 2018 04:10,4.28,137.27,1,0.3,197.2269439
15 05 2018 04:20,4.3,128.51,1,0.6,182.0924658
15 05 2018 04:30,4.47,152.33,1,0.6,102.9908257
15 05 2018 04:40,4.71,183.82,1,0.6,134.6586803
15 05 2018 04:50,4.72,196.95,1,0.6,156.7712146
15 05 2018 05:00,4.63,188.47,1,0.6,35.78767123
15 05 2018 05:10,5.12,281.58,1,0.6,196.5681039
15 05 2018 05:50,5.43,351.4,1,0.3,147.5870032
15 05 2018 06:00,5.47,376.85,1,0.3,180.5940367
15 05 2018 08:50,3.98,104.73,1,0.3,166.2759439
16 05 2018 14:00,4.62,188,1,0.6,161.5149254
16 05 2018 14:10,4.36,142.97,1,0.6,140.7245223
16 05 2018 14:20,4.04,101.37,1,0.3,148.6279621
16 05 2018 15:30,4.45,141.61,1,0.6,138.6254218
16 05 2018 16:10,4.12,80.25,1,1,146.4395267
16 05 2018 16:20,4.64,177.66,1,0.6,183.8834586
16 05 2018 16:30,5.29,283.68,1,0.6,173.4306431
16 05 2018 16:40,4.98,218.5,1,0.6,162.4162725
16 05 2018 16:50,4.5,133.39,1,1,189.1307595
16 05 2018 17:00,4.53,145.76,1,0.6,170.4861687
16 05 2018 17:40,5.06,250.82,1,0.6,140.6329723
16 05 2018 17:50,4.93,227.8,1,0.6,144.382063
16 05 2018 19:30,7.28,865.34,1,0.6,139.2005044
17 05 2018 18:10,4.75,187.33,1,0.6,131.3762215
17 05 2018 22:10,4.81,234.22,1,0.3,197.4520044
18 05 2018 14:40,3.88,83.83,1,0.3,139.5396317
18 05 2018 19:30,4.1,85.99,1,1,9.421052632
18 05 2018 19:40,4.08,85,1,1,49.5
18 05 2018 19:50,4.5,150.65,1,0.6,158.719715
18 05 2018 20:00,5.34,281.23,1,0.6,155.6972789
18 05 2018 20:10,5.14,246.85,1,0.6,154.199446
18 05 2018 21:20,3.93,70.53,1,1,121.0684597
19 05 2018 00:10,4.36,127,1,0.6,148.2596538
19 05 2018 00:20,4.71,181.94,1,0.6,149.1399417
19 05 2018 00:30,5,253.23,1,0.6,195.8622201
19 05 2018 01:10,5.39,333.92,1,0.6,166.814433
19 05 2018 03:00,4.01,99.79,1,0.3,96.78767123
19 05 2018 03:10,4.88,237.12,1,0.3,167.2021387
19 05 2018 03:20,4.44,155.12,1,0.6,157.961071
19 05 2018 03:30,4.23,118.3,1,0.6,183.3462587
19 05 2018 03:40,4.9,249.82,1,0.3,197.8606301
19 05 2018 03:50,4.65,193.38,1,0.6,194.4780459
19 05 2018 10:40,4.16,117.32,1,0.6,141.1682692
19 05 2018 10:50,4.2,131.13,1,0.3,166.8548387
19 05 2018 20:30,4.94,237.15,1,0.6,176.0869966
19 05 2018 20:40,5.97,443.41,1,0.6,193.3401481
20 05 2018 03:00,4.27,145.82,1,0.3,197.2307692
20 05 2018 03:10,5.28,254.57,1,1,125.2586048
20 05 2018 03:20,4.99,232.34,1,0.6,110.0570689
20 05 2018 03:30,5.09,253.97,1,0.6,67.00230415
20 05 2018 04:10,5.24,320.37,1,0.3,155.7524272
20 05 2018 04:20,5.38,342.1,1,0.3,156.506135
20 05 2018 11:40,5.36,352.03,1,0.3,199.9285714
20 05 2018 11:50,5.38,357.86,1,0.3,139.2741935
22 05 2018 13:00,4.86,262.26,1,0.3,190.1812394
22 05 2018 19:00,3.99,104.85,1,0.3,166.7432432
22 05 2018 19:10,4.83,232.2,1,0.3,152.8976803
22 05 2018 19:20,5.52,363.34,1,0.6,168.327457
22 05 2018 19:30,5.19,305.44,1,0.3,190.2602855
22 05 2018 19:40,5.27,327.76,1,0.3,167.5343082
22 05 2018 20:20,4.79,220.71,1,0.3,192.7671233
22 05 2018 20:30,4.05,98.13,1,0.6,163.0577644
23 05 2018 02:00,4.17,123.5,1,0.3,164.8184111
23 05 2018 02:10,4.08,103.05,1,0.6,173.0799476
23 05 2018 14:50,5.33,313.4,1,0.6,155.7308292
23 05 2018 15:50,5.49,379.5,1,0.3,190.6391753
23 05 2018 16:00,5.61,401.34,1,0.3,176.20191
23 05 2018 16:40,4.95,251.54,1,0.3,167.3858246
23 05 2018 16:50,4.29,146.88,1,0.3,158.0661276
23 05 2018 17:00,5.51,359.95,1,0.6,174.1734895
23 05 2018 20:20,4.35,127.06,1,0.6,171.6751592
23 05 2018 20:30,5.37,323.54,1,0.6,191.2425249
23 05 2018 21:50,5.72,418.7,1,0.3,163.9003331
23 05 2018 22:00,4.94,279.34,1,0.3,179.108396
23 05 2018 23:00,4.2,127.24,1,0.3,168.376702
24 05 2018 00:30,4.73,156.53,1,1,93.94808743
24 05 2018 00:40,5.32,292.13,1,0.6,139.4054039
24 05 2018 09:30,4.68,200.69,1,0.6,172.989011
24 05 2018 10:10,4.85,226.81,1,0.6,181.4248404
24 05 2018 10:20,5.27,300.17,1,0.6,177.6024773
24 05 2018 11:00,4.79,245.3,1,0.3,190.7293233
24 05 2018 13:40,8.34,1351.45,1,0.3,121.5844687
26 05 2018 02:10,10.94,2728.16,1,0.3,48.01108033
30 05 2018 00:40,5.21,308.97,1,0.3,183.7325269
31 05 2018 12:50,5.46,396.85,1,0.3,164.877551
31 05 2018 23:00,5.9,461.43,1,0.3,168.8082664
31 05 2018 23:10,6.06,512.59,1,0.3,176.1059908
01 06 2018 02:10,5.78,446.68,1,0.3,134.1538462
01 06 2018 02:20,5.68,427.35,1,0.3,193.3
02 06 2018 07:20,5.29,325.89,1,0.3,112.1875
02 06 2018 07:30,4.8,250.18,1,0.3,161.005231
02 06 2018 21:00,4.85,223.36,1,0.6,178.7781955
02 06 2018 23:00,5.67,362.35,1,0.6,189.9362457
03 06 2018 15:00,4.78,233.76,1,0.3,187.0519907
03 06 2018 15:40,5.59,377.77,1,0.6,184.8970849
03 06 2018 15:50,5.78,394.6,1,0.6,168.0067034
03 06 2018 17:30,6.16,434.41,1,0.6,115.3767577
03 06 2018 17:40,5.65,355,1,0.6,114.0244648
03 06 2018 17:50,5.76,403.22,1,0.6,134.8433596
03 06 2018 18:30,5.43,302.59,1,0.6,133.420292
03 06 2018 19:10,5.27,258.77,1,0.6,166.8983375
03 06 2018 19:20,5.01,204.49,1,1,159.3269039
03 06 2018 19:30,4.58,141.17,1,1,168.1092506
03 06 2018 19:40,4.16,84.87,1,1,140.7553054
03 06 2018 19:50,3.93,52.65,1,1,135.9229825
03 06 2018 21:30,3.96,64.67,1,1,162.059531
03 06 2018 23:20,3.91,57.65,1,1,93.38975541
03 06 2018 23:30,4.23,87.96,1,1,110.4247366
03 06 2018 23:40,4.62,159.41,1,0.6,144.7591616
04 06 2018 00:20,4.47,125.87,1,1,160.4141256
04 06 2018 00:30,4.9,204.06,1,0.6,143.1160984
04 06 2018 00:40,3.89,55.78,1,1,145.3462437
04 06 2018 00:50,4.62,142.65,1,1,141.2116587
04 06 2018 01:00,4.14,61.01,1,1,125.8292565
04 06 2018 01:10,4.12,78.57,1,1,147.4126456
04 06 2018 01:20,4.31,89.77,1,1,101.9266055
04 06 2018 01:30,4.33,98.38,1,1,80.15260546
04 06 2018 02:40,4.33,121.61,1,0.6,3.661870504
04 06 2018 20:30,3.84,58.74,1,1,118.1071429
04 06 2018 21:30,4.46,147.38,1,0.6,173.5548005
04 06 2018 21:40,4.62,181.58,1,0.6,194.5061296
04 06 2018 22:50,4.22,126.36,1,0.6,136.479021
04 06 2018 23:00,4.24,134.55,1,0.3,128.3515119
04 06 2018 23:10,3.68,60.72,1,0.3,127.071004
05 06 2018 00:10,4.06,94.72,1,0.6,84.80148317
05 06 2018 00:20,3.9,82.79,1,0.6,84.03605769
05 06 2018 00:30,4.53,148.12,1,0.6,105.9445135
05 06 2018 00:40,5.2,287.13,1,0.6,157.7161448
05 06 2018 01:20,5.39,354.31,1,0.3,92.38888889
05 06 2018 01:30,5.58,385.29,1,0.3,131.53207
05 06 2018 01:40,5.77,425.39,1,0.3,187.0526316
05 06 2018 02:20,4.85,247.07,1,0.3,112.1107011
05 06 2018 02:30,4.89,234.33,1,0.6,147.5315615
05 06 2018 02:40,4.12,119.97,1,0.3,159.9526344
05 06 2018 02:50,4.4,135.99,1,0.6,154.4101382
05 06 2018 04:30,4.34,120.61,1,0.6,144.1964785
05 06 2018 04:40,5.2,245.93,1,0.6,145.497472
05 06 2018 04:50,4.05,79.28,1,1,145.0975678
05 06 2018 05:00,4.59,176.24,1,0.6,144.2537509
05 06 2018 05:10,5.16,274.15,1,0.6,175.5235313
05 06 2018 05:20,4.45,167.68,1,0.3,156.2583078
05 06 2018 05:30,4.07,104.63,1,0.6,154.8129696
05 06 2018 14:30,4.25,136.84,1,0.3,181.3093184
05 06 2018 15:10,4.91,252.61,1,0.3,158.8658745
05 06 2018 15:20,5.08,287.44,1,0.3,191.2345972
05 06 2018 16:00,3.74,66.69,1,0.3,143.2665331
05 06 2018 16:40,4.6,209.41,1,0.3,149.5695489
05 06 2018 16:50,5.17,293.6,1,0.3,148.7781919
05 06 2018 17:00,5.07,263.95,1,0.6,137.7961497
05 06 2018 17:10,5.03,277.13,1,0.3,152.0384615
05 06 2018 17:20,4.98,262.74,1,0.3,24.68852459
05 06 2018 17:30,4.48,179.72,1,0.3,172.6216216
05 06 2018 19:20,5.72,372.28,1,0.6,174.8539919
05 06 2018 21:00,6.7,676.38,1,0.6,115.2486188
05 06 2018 23:10,5.84,446.36,1,0.3,154.8639053
06 06 2018 04:30,5.03,265.42,1,0.3,191.6694073
06 06 2018 04:40,4.98,256.34,1,0.3,167.4029222
06 06 2018 04:50,4.92,245.31,1,0.3,182.8516484
06 06 2018 05:30,4.06,111.9,1,0.3,88.90879479
06 06 2018 05:40,4.44,170.86,1,0.3,157.7142857
06 06 2018 05:50,5.68,391.61,1,0.6,173.9887145
06 06 2018 06:00,5.26,322.23,1,0.3,178.9276735
06 06 2018 06:10,5.13,276.13,1,0.6,198.9645018
06 06 2018 06:20,4.67,202.44,1,0.3,191.7559834
06 06 2018 06:30,4.9,254.24,1,0.3,160.1956522
06 06 2018 06:40,5.04,273.2,1,0.3,194.6017192
07 06 2018 12:40,4.08,102.44,1,0.6,130.9849279
07 06 2018 12:50,4.26,130.96,1,0.6,123.741403
07 06 2018 13:00,4.21,122.52,1,0.6,157.6447876
07 06 2018 19:40,4.97,192.34,1,1,167.4745071
07 06 2018 19:50,5.01,205.42,1,1,59.85200411
07 06 2018 20:30,5.12,256.14,1,0.6,168.4091019
07 06 2018 21:10,4.16,93.92,1,1,157.6709184
08 06 2018 00:20,5.23,292.75,1,0.6,177.8124187
08 06 2018 00:30,5.74,406.58,1,0.6,195.3871224
08 06 2018 04:40,5.46,269.61,1,1,165.0591368
08 06 2018 05:50,4.99,289.25,1,0.3,146.4584275
08 06 2018 06:40,4.37,166.25,1,0.3,195.6139896
08 06 2018 07:50,5.58,381.65,1,0.3,178.8693127
08 06 2018 08:00,5.87,454.51,1,0.3,194.7630273
08 06 2018 08:10,5.81,390,1,0.6,191.4687055
08 06 2018 08:20,4.49,162.45,1,0.6,193.7539448
08 06 2018 08:30,4.56,176.44,1,0.6,171.7007976
08 06 2018 08:40,4.23,111.54,1,0.6,196.4327453
08 06 2018 14:00,5.22,299.99,1,0.6,171.8808582
08 06 2018 14:10,5.17,303.42,1,0.3,177.4818653
08 06 2018 14:50,5.62,399.32,1,0.3,175.0035336
08 06 2018 15:00,5.04,295.49,1,0.3,173.7849946
08 06 2018 15:10,5.03,277.89,1,0.3,192.8733567
08 06 2018 15:20,5.8,428.77,1,0.6,185.9272168
08 06 2018 18:00,5.46,360.9,1,0.3,13.95856354
08 06 2018 18:40,4.93,220.79,1,0.6,185.8427419
08 06 2018 19:50,4.94,215.64,1,0.6,190.375
08 06 2018 20:00,5.06,231.66,1,0.6,94.125
08 06 2018 20:10,5.17,252.31,1,0.6,159.0428212
08 06 2018 20:50,5.07,211.16,1,1,145.3296703
08 06 2018 21:00,4.88,200.53,1,0.6,80.75218659
08 06 2018 21:10,5.08,251.64,1,0.6,165.9645669
08 06 2018 21:50,5.12,231.75,1,0.6,156.4928058
08 06 2018 22:00,4.97,232.99,1,0.6,127.3166227
08 06 2018 22:10,4.94,185.75,1,1,170.4516129
08 06 2018 22:20,4.1,112.62,1,0.3,114.5061501
08 06 2018 22:30,4.26,143.17,1,0.3,79.81869973
09 06 2018 15:20,5.27,289.76,1,0.6,180.1394343
09 06 2018 16:30,6.5,543.66,1,0.6,194.6472393
10 06 2018 17:30,11.88,2994.05,1,0.3,35.68601896
11 06 2018 08:00,10.56,2614.01,1,0.3,193.1363636
13 06 2018 03:50,6.83,707.07,1,0.6,158.9293629
13 06 2018 06:40,6.19,582.36,1,0.3,189.2688348
13 06 2018 07:50,5.96,401.58,1,0.6,129.8561179
13 06 2018 08:00,5.94,434.41,1,0.6,159.9868031
13 06 2018 08:10,5.32,337.21,1,0.3,126.8935045
13 06 2018 08:20,5.33,315.58,1,0.6,175.1704996
13 06 2018 09:30,5.03,266.95,1,0.3,151.7678434
13 06 2018 09:40,4.19,126.09,1,0.3,167.3953698
13 06 2018 10:20,4.01,103.05,1,0.3,148.7437446
13 06 2018 10:30,3.81,76.71,1,0.3,138.1359223
13 06 2018 10:40,4.45,154.88,1,0.6,121.4272388
13 06 2018 13:00,5.36,345.22,1,0.3,12.83333333
13 06 2018 13:10,5.24,321.27,1,0.3,93.375
13 06 2018 13:20,5.42,346.09,1,0.3,146.702381
13 06 2018 13:30,5.37,338.94,1,0.3,137.4942085
13 06 2018 13:40,5.17,306.76,1,0.3,158.3428571
13 06 2018 16:50,8.46,1358.63,1,0.6,130.6952462
13 06 2018 17:30,6.44,571.71,1,0.6,194.7815268
13 06 2018 18:10,5.79,350.98,1,0.6,114
13 06 2018 18:20,5.43,299.71,1,0.6,170.2222222
13 06 2018 18:30,4.91,224.03,1,0.6,144.3518392
13 06 2018 18:40,4.43,157.62,1,0.6,142.1377932
13 06 2018 18:50,4.03,87.72,1,0.6,154.3523352
14 06 2018 23:50,7.98,1235.53,1,0.3,36.32786885
15 06 2018 06:30,7.3,998.97,1,0.3,68.18009479
16 06 2018 03:10,3.92,74.32,1,0.6,196.4036145
16 06 2018 05:40,5.3,298.91,1,0.6,169.5614352
16 06 2018 05:50,4.57,170.55,1,0.6,185.1299178
16 06 2018 06:00,5.24,305.6,1,0.3,186.5079156
16 06 2018 11:50,5.7,414.45,1,0.3,132.4246468
16 06 2018 12:00,5.34,346.57,1,0.3,185.0060181
16 06 2018 12:10,4.8,238.44,1,0.3,195.9356725
16 06 2018 12:50,5.88,440.7,1,0.6,190.3121566
16 06 2018 13:00,6.11,485.77,1,0.6,136.0174709
16 06 2018 13:10,5.58,392.06,1,0.3,176.0840019
17 06 2018 02:10,4.21,114.73,1,0.6,128.6444781
17 06 2018 02:20,4.02,89.4,1,0.6,125.6029798
17 06 2018 02:30,4.57,163.34,1,0.6,134.5136694
17 06 2018 02:40,4.86,212.24,1,0.6,144.6929134
17 06 2018 02:50,4.42,144.42,1,0.6,156.0952698
17 06 2018 03:00,4.45,164.74,1,0.3,137.6872587
17 06 2018 03:10,4.5,149.9,1,0.6,31.2244898
17 06 2018 04:40,5.27,285.7,1,0.6,174.027381
17 06 2018 04:50,5.04,262.6,1,0.6,118.5668563
18 06 2018 13:40,4.19,131.59,1,0.3,149.482902
18 06 2018 13:50,4.05,113.77,1,0.3,154.4993138
18 06 2018 14:30,5.35,341.68,1,0.3,196.3661698
