timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve,Wind Direction (°)
03 03 2018 21:40,3602.79,16.35,3600.00,206.49
03 03 2018 21:50,3602.72,16.67,3600.00,210.31
03 03 2018 22:00,3602.42,15.76,3600.00,210.37
03 03 2018 22:10,3602.41,14.97,3600.00,213.63
03 03 2018 22:20,3602.90,14.85,3600.00,215.03
03 03 2018 22:30,3602.92,15.22,3600.00,217.76
03 03 2018 22:40,3603.25,14.12,3600.00,214.87
03 03 2018 22:50,3556.47,12.66,3589.39,215.89
03 03 2018 23:00,3582.72,12.70,3591.11,219.10
03 03 2018 23:10,3447.38,12.02,3525.58,212.85
03 03 2018 23:20,2847.95,10.28,2956.93,197.79
03 03 2018 23:30,3282.81,11.53,3429.80,187.76
03 03 2018 23:40,3603.11,15.57,3600.00,191.50
03 03 2018 23:50,3603.07,17.02,3600.00,195.52
04 03 2018 00:00,3603.09,15.95,3600.00,194.61
04 03 2018 00:10,3603.11,16.68,3600.00,196.71
04 03 2018 00:20,3602.94,17.66,3600.00,194.75
04 03 2018 00:30,3602.82,17.80,3600.00,193.36
04 03 2018 00:40,3602.90,18.20,3600.00,196.26
04 03 2018 00:50,3602.79,18.48,3600.00,198.73
04 03 2018 01:00,3602.83,18.83,3600.00,197.40
04 03 2018 01:10,3602.77,19.27,3600.00,199.63
04 03 2018 01:20,3602.76,19.54,3600.00,202.60
04 03 2018 01:30,3602.82,18.84,3600.00,203.17
04 03 2018 01:40,3602.51,19.38,3600.00,206.77
04 03 2018 01:50,3602.79,18.45,3600.00,205.99
04 03 2018 02:00,3602.90,18.29,3600.00,207.98
04 03 2018 02:10,3603.00,17.75,3600.00,208.54
04 03 2018 02:20,3603.30,17.08,3600.00,203.90
04 03 2018 02:30,3603.27,17.65,3600.00,198.44
04 03 2018 02:40,3602.81,17.75,3600.00,192.42
04 03 2018 02:50,3602.45,19.16,3600.00,198.11
04 03 2018 03:00,3602.47,19.65,3600.00,200.39
04 03 2018 03:10,3602.73,19.56,3600.00,202.65
04 03 2018 03:20,3602.85,19.09,3600.00,206.16
04 03 2018 03:30,3603.38,17.52,3600.00,205.54
04 03 2018 03:40,3603.19,16.64,3600.00,209.89
04 03 2018 03:50,3602.83,17.33,3600.00,206.22
04 03 2018 04:00,3602.52,17.55,3600.00,204.98
04 03 2018 04:10,3602.48,18.58,3600.00,204.85
04 03 2018 04:20,3602.67,18.58,3600.00,203.25
04 03 2018 04:30,3602.52,19.00,3600.00,203.69
04 03 2018 04:40,3602.89,18.02,3600.00,208.92
04 03 2018 04:50,3602.80,16.66,3600.00,212.47
04 03 2018 05:00,3602.83,17.24,3600.00,209.17
04 03 2018 05:10,3602.66,16.57,3600.00,208.88
04 03 2018 05:20,3602.99,16.54,3600.00,209.15
04 03 2018 05:30,3603.25,16.11,3600.00,209.65
04 03 2018 05:40,3603.13,16.18,3600.00,211.93
04 03 2018 05:50,3602.61,16.28,3600.00,207.67
04 03 2018 06:00,3602.92,16.85,3600.00,207.85
04 03 2018 06:10,3602.78,17.50,3600.00,208.55
04 03 2018 06:20,3560.87,16.61,3600.00,204.46
04 03 2018 06:30,3461.21,17.86,3600.00,206.54
04 03 2018 06:40,3461.30,17.81,3600.00,208.14
04 03 2018 06:50,3461.74,18.08,3600.00,204.18
04 03 2018 07:00,3461.32,17.84,3600.00,199.19
04 03 2018 07:10,3461.44,17.55,3600.00,199.33
04 03 2018 07:20,3479.13,15.90,3600.00,203.93
04 03 2018 07:30,3468.84,18.15,3600.00,207.47
04 03 2018 07:40,3559.44,17.89,3600.00,210.78
04 03 2018 07:50,3497.71,18.07,3600.00,211.86
04 03 2018 08:00,3509.68,17.00,3600.00,214.19
04 03 2018 08:10,3547.52,16.39,3600.00,212.05
04 03 2018 08:20,3508.94,16.42,3600.00,212.86
04 03 2018 08:30,3581.09,14.50,3600.00,212.88
04 03 2018 08:40,3475.09,15.14,3600.00,205.63
04 03 2018 08:50,3529.74,15.81,3600.00,210.00
04 03 2018 09:00,3469.65,17.67,3600.00,214.03
04 03 2018 09:10,3505.75,19.30,3600.00,217.68
04 03 2018 09:20,3466.15,20.68,3600.00,218.65
04 03 2018 09:30,3468.00,19.84,3600.00,219.48
04 03 2018 09:40,3469.84,18.87,3600.00,221.21
04 03 2018 09:50,3486.33,17.94,3600.00,220.32
04 03 2018 10:00,3465.28,19.41,3600.00,223.19
04 03 2018 10:10,3466.72,18.66,3600.00,222.54
04 03 2018 10:20,3475.59,18.42,3600.00,226.25
04 03 2018 10:30,3476.85,18.03,3600.00,225.60
04 03 2018 10:40,3489.89,16.26,3600.00,227.10
04 03 2018 10:50,3487.56,16.63,3600.00,224.82
04 03 2018 11:00,3527.05,14.61,3600.00,225.14
04 03 2018 11:10,3488.28,15.90,3600.00,219.83
04 03 2018 11:20,3484.43,12.91,3597.29,242.14
04 03 2018 11:30,3521.85,13.62,3600.00,245.32
04 03 2018 11:40,3510.10,13.40,3600.00,255.07
04 03 2018 11:50,3543.44,14.68,3600.00,260.77
04 03 2018 12:00,1878.56,8.85,2047.30,299.60
04 03 2018 12:10,285.66,4.88,308.12,310.00
04 03 2018 12:20,81.74,3.71,78.92,312.50
04 03 2018 12:30,116.36,4.30,181.32,316.77
04 03 2018 12:40,257.65,4.77,282.24,335.31
04 03 2018 12:50,64.14,3.61,65.09,336.50
04 03 2018 13:00,48.35,3.51,53.12,343.20
04 03 2018 13:10,137.56,4.18,157.05,322.52
04 03 2018 13:20,395.94,5.27,406.16,319.62
04 03 2018 13:30,110.22,4.13,148.43,342.74
04 03 2018 13:40,148.96,4.36,193.57,355.36
04 03 2018 13:50,173.25,4.30,180.43,5.40
04 03 2018 14:00,215.83,4.55,233.53,8.95
04 03 2018 14:10,507.49,5.73,536.97,346.68
04 03 2018 14:20,379.94,5.55,482.83,2.60
04 03 2018 14:30,562.24,6.40,766.95,343.38
04 03 2018 14:40,373.65,5.35,426.65,356.68
04 03 2018 14:50,360.49,5.34,424.71,5.74
04 03 2018 15:00,222.99,4.42,204.47,5.57
04 03 2018 15:10,206.27,6.16,679.76,23.69
04 03 2018 15:20,982.05,7.77,1399.36,11.54
04 03 2018 15:30,494.59,5.71,531.84,17.53
04 03 2018 15:40,448.20,5.86,578.90,16.68
04 03 2018 15:50,412.00,5.76,547.77,14.33
04 03 2018 16:00,534.30,6.09,654.63,354.84
04 03 2018 16:10,436.32,5.64,510.96,4.43
04 03 2018 16:20,378.18,5.39,436.58,7.95
04 03 2018 16:30,84.60,4.84,297.08,33.00
04 03 2018 16:40,0.00,4.58,238.71,21.46
04 03 2018 16:50,191.67,4.75,276.92,4.18
04 03 2018 17:00,87.35,3.86,102.04,5.41
04 03 2018 17:10,24.04,3.56,59.37,27.66
04 03 2018 17:20,4.13,3.00,0.00,0.29
04 03 2018 17:30,2.76,3.17,23.72,14.02
04 03 2018 17:40,157.28,4.44,208.66,59.57
04 03 2018 17:50,331.35,5.25,399.65,53.30
04 03 2018 18:00,393.32,5.39,438.42,60.40
04 03 2018 18:10,545.04,6.06,645.37,66.90
04 03 2018 18:20,683.69,6.55,824.36,59.73
04 03 2018 18:30,828.69,6.77,916.08,59.21
04 03 2018 18:40,658.53,6.27,719.08,63.77
04 03 2018 18:50,650.80,6.26,716.45,67.74
04 03 2018 19:00,666.90,6.40,767.69,67.16
04 03 2018 19:10,579.90,6.09,654.04,68.21
04 03 2018 19:20,463.17,5.73,538.87,68.03
04 03 2018 19:30,285.38,5.00,335.72,73.33
04 03 2018 19:40,324.02,5.23,393.73,70.59
04 03 2018 19:50,301.54,4.97,328.76,79.39
04 03 2018 20:00,45.05,3.65,70.64,105.88
04 03 2018 20:10,0.10,3.09,19.75,90.26
04 03 2018 20:20,0.00,2.35,0.00,128.84
04 03 2018 20:30,0.00,3.35,37.02,177.36
04 03 2018 20:40,0.00,2.33,0.00,196.88
04 03 2018 20:50,0.00,3.05,17.84,200.78
04 03 2018 21:00,0.00,2.25,0.00,179.92
04 03 2018 21:10,0.00,2.20,0.00,190.30
04 03 2018 21:20,0.00,2.30,0.00,202.18
04 03 2018 21:30,0.00,1.75,0.00,185.61
04 03 2018 21:40,0.00,3.25,29.03,172.67
04 03 2018 21:50,0.00,2.61,0.00,239.84
04 03 2018 22:00,0.00,3.53,55.54,201.05
04 03 2018 22:10,0.00,3.70,77.48,214.42
04 03 2018 22:20,0.00,2.89,0.00,218.10
04 03 2018 22:30,0.00,2.62,0.00,230.92
04 03 2018 22:40,0.00,2.59,0.00,244.06
04 03 2018 22:50,0.00,3.60,63.60,262.55
04 03 2018 23:00,0.00,2.02,0.00,233.96
04 03 2018 23:10,0.00,1.96,0.00,215.17
04 03 2018 23:20,0.00,4.04,129.68,183.62
04 03 2018 23:30,0.00,4.30,180.27,189.40
04 03 2018 23:40,13.95,4.36,192.50,180.89
04 03 2018 23:50,-0.16,2.89,0.00,190.01
05 03 2018 00:00,0.00,2.71,0.00,197.58
05 03 2018 00:10,70.96,4.07,135.21,189.67
05 03 2018 00:20,66.09,3.93,115.18,181.50
05 03 2018 00:30,101.70,4.00,127.82,196.03
05 03 2018 00:40,91.04,3.90,110.02,200.40
05 03 2018 00:50,45.77,3.21,26.34,203.52
05 03 2018 01:00,66.16,3.47,48.23,224.13
05 03 2018 01:10,194.83,4.57,236.09,208.12
05 03 2018 01:20,205.09,4.80,287.33,208.06
05 03 2018 01:30,112.96,3.86,102.98,215.64
05 03 2018 01:40,16.19,3.02,16.51,218.05
05 03 2018 01:50,0.00,3.47,48.45,228.59
05 03 2018 02:00,0.00,3.62,66.94,223.29
05 03 2018 02:10,0.00,3.46,47.78,226.16
05 03 2018 02:20,0.00,2.75,0.00,223.98
05 03 2018 02:30,0.00,3.41,42.94,206.27
05 03 2018 02:40,0.00,2.40,0.00,205.39
05 03 2018 02:50,0.00,1.71,0.00,228.86
05 03 2018 03:00,0.00,2.00,0.00,215.11
05 03 2018 03:10,0.00,1.85,0.00,242.05
05 03 2018 03:20,0.00,1.72,0.00,235.14
05 03 2018 03:30,0.00,2.62,0.00,196.42
05 03 2018 03:40,0.00,2.49,0.00,220.05
05 03 2018 03:50,0.00,3.04,17.48,217.64
05 03 2018 04:00,0.00,3.38,40.14,204.48
05 03 2018 04:10,0.00,3.30,33.15,186.05
05 03 2018 04:20,0.00,3.25,29.02,178.54
05 03 2018 04:30,0.00,3.14,21.80,187.26
05 03 2018 04:40,0.00,3.81,93.95,194.50
05 03 2018 04:50,0.00,4.18,157.26,197.67
05 03 2018 05:00,0.00,3.70,78.15,198.53
05 03 2018 05:10,0.00,3.52,54.65,188.54
05 03 2018 05:20,0.00,4.01,124.24,190.14
05 03 2018 05:30,0.00,3.60,63.69,185.18
05 03 2018 05:40,0.00,4.40,201.67,196.11
05 03 2018 05:50,164.50,4.58,238.87,205.96
05 03 2018 06:00,115.96,4.25,170.12,204.85
05 03 2018 06:10,27.79,3.44,45.69,202.06
05 03 2018 06:20,0.00,2.10,0.00,206.09
05 03 2018 06:30,0.00,1.81,0.00,226.28
05 03 2018 06:40,0.00,1.24,0.00,204.86
05 03 2018 06:50,0.00,1.58,0.00,224.32
05 03 2018 07:00,0.00,1.28,0.00,177.34
05 03 2018 07:10,0.00,1.30,0.00,173.58
05 03 2018 07:20,0.00,0.87,0.00,227.68
05 03 2018 07:30,0.00,0.76,0.00,212.20
05 03 2018 07:40,0.00,0.91,0.00,141.95
05 03 2018 07:50,0.00,1.93,0.00,131.60
05 03 2018 08:00,0.00,3.79,91.20,140.28
05 03 2018 08:10,0.00,3.10,19.81,144.02
05 03 2018 08:20,0.00,3.05,17.76,147.70
05 03 2018 08:30,0.00,2.68,0.00,147.24
05 03 2018 08:40,0.00,2.98,0.00,150.96
05 03 2018 08:50,0.00,3.12,21.13,155.44
05 03 2018 09:00,0.00,2.25,0.00,167.17
05 03 2018 09:10,0.00,2.88,0.00,180.55
05 03 2018 09:20,0.00,2.70,0.00,205.16
05 03 2018 09:30,0.00,1.48,0.00,140.91
05 03 2018 09:40,0.00,2.16,0.00,86.04
05 03 2018 09:50,0.00,2.09,0.00,143.62
05 03 2018 10:00,0.00,1.94,0.00,154.76
05 03 2018 10:10,0.00,3.28,31.41,162.50
05 03 2018 10:20,0.00,2.85,0.00,158.53
05 03 2018 10:30,0.00,3.93,114.84,153.44
05 03 2018 10:40,0.00,4.63,250.31,150.72
05 03 2018 10:50,0.00,4.64,253.21,138.44
05 03 2018 11:00,0.00,4.23,167.42,147.96
05 03 2018 11:10,0.00,4.40,201.52,147.21
05 03 2018 11:20,0.00,3.58,62.06,151.67
05 03 2018 11:30,0.00,4.20,161.94,138.81
05 03 2018 11:40,0.00,3.01,16.44,129.90
05 03 2018 11:50,0.00,3.10,20.02,121.20
05 03 2018 12:00,0.00,3.78,89.13,138.64
05 03 2018 12:10,0.00,4.59,240.83,132.11
05 03 2018 12:20,0.00,4.48,217.00,138.47
05 03 2018 12:30,0.00,2.61,0.00,109.04
05 03 2018 12:40,0.00,3.45,46.41,89.57
05 03 2018 12:50,0.00,3.84,99.77,77.71
05 03 2018 13:00,0.00,4.20,161.34,79.18
05 03 2018 13:10,0.00,4.50,221.48,80.09
05 03 2018 13:20,0.00,4.34,188.44,113.82
05 03 2018 13:30,0.00,4.07,136.05,109.20
05 03 2018 13:40,0.00,4.85,299.52,119.32
05 03 2018 13:50,0.00,3.52,54.18,118.24
05 03 2018 14:00,0.00,4.54,230.34,123.37
05 03 2018 14:10,0.00,4.62,247.50,122.88
05 03 2018 14:20,0.00,5.47,461.30,129.89
05 03 2018 14:30,0.00,5.86,578.77,122.06
05 03 2018 14:40,0.00,5.43,447.72,116.46
05 03 2018 14:50,365.41,5.57,489.94,113.85
05 03 2018 15:00,403.13,5.28,407.33,113.50
05 03 2018 15:10,532.57,6.03,635.31,115.42
05 03 2018 15:20,530.26,6.06,644.39,118.93
05 03 2018 15:30,512.11,6.16,680.47,119.20
05 03 2018 15:40,128.78,3.85,100.46,100.23
05 03 2018 15:50,71.13,3.52,54.69,103.82
05 03 2018 16:00,230.03,4.76,278.49,110.35
05 03 2018 16:10,539.21,6.12,665.97,118.46
05 03 2018 16:20,1005.47,7.34,1175.31,125.03
05 03 2018 16:30,950.93,7.22,1118.70,127.04
05 03 2018 16:40,963.91,7.14,1079.52,132.91
05 03 2018 16:50,1349.56,8.00,1527.62,139.57
05 03 2018 17:00,2261.60,9.70,2587.97,141.18
05 03 2018 17:10,2420.12,9.89,2719.13,145.38
05 03 2018 17:20,2175.67,10.09,2848.35,141.13
05 03 2018 17:30,1931.12,9.37,2381.92,142.71
05 03 2018 17:40,1632.72,8.67,1936.08,147.24
05 03 2018 17:50,1213.32,7.71,1368.57,148.45
05 03 2018 18:00,950.42,7.14,1081.07,150.42
05 03 2018 18:10,929.41,7.05,1038.93,152.56
05 03 2018 18:20,1244.87,8.04,1553.38,148.09
05 03 2018 18:30,913.28,7.41,1209.71,143.71
05 03 2018 18:40,1048.13,7.66,1342.57,142.46
05 03 2018 18:50,1257.71,8.14,1608.73,138.43
05 03 2018 19:00,1659.43,8.80,2013.41,136.71
05 03 2018 19:10,1533.35,8.52,1841.35,137.20
05 03 2018 19:20,1162.23,7.30,1157.78,145.86
05 03 2018 19:30,1144.61,7.30,1155.06,159.93
05 03 2018 19:40,1023.78,7.15,1087.01,163.04
05 03 2018 19:50,1099.05,7.41,1213.61,157.74
05 03 2018 20:00,2064.80,9.10,2207.81,163.07
05 03 2018 20:10,2459.27,10.15,2884.15,166.52
05 03 2018 20:20,2552.56,10.12,2867.38,169.33
05 03 2018 20:30,2601.74,10.14,2874.90,171.59
05 03 2018 20:40,2613.34,10.33,2981.23,169.48
05 03 2018 20:50,2333.74,10.07,2833.25,164.84
05 03 2018 21:00,3062.56,11.26,3356.36,165.29
05 03 2018 21:10,3534.86,12.33,3564.36,172.52
05 03 2018 21:20,3460.68,12.07,3532.96,173.57
05 03 2018 21:30,3296.73,12.21,3550.38,171.30
05 03 2018 21:40,3528.59,13.07,3600.00,170.99
05 03 2018 21:50,3559.18,13.69,3600.00,172.57
05 03 2018 22:00,3506.83,14.92,3600.00,173.34
05 03 2018 22:10,3473.81,14.57,3600.00,173.14
05 03 2018 22:20,3485.64,15.10,3600.00,172.96
05 03 2018 22:30,3475.83,15.18,3600.00,170.56
05 03 2018 22:40,3475.37,15.57,3600.00,171.25
05 03 2018 22:50,3461.82,15.80,3600.00,173.15
05 03 2018 23:00,3461.62,16.44,3600.00,173.15
05 03 2018 23:10,3461.77,17.00,3600.00,175.95
05 03 2018 23:20,3461.99,17.10,3600.00,184.71
05 03 2018 23:30,3462.39,15.88,3600.00,192.22
05 03 2018 23:40,3463.59,14.95,3600.00,195.83
05 03 2018 23:50,3467.92,14.75,3600.00,190.53
06 03 2018 00:00,3462.67,15.40,3600.00,196.05
06 03 2018 00:10,3164.54,11.95,3514.02,211.68
06 03 2018 00:20,1917.18,8.49,1820.32,206.70
06 03 2018 00:30,1638.72,7.73,1380.28,174.42
06 03 2018 00:40,2264.96,9.15,2238.07,161.54
06 03 2018 00:50,2045.53,9.20,2276.78,156.90
06 03 2018 01:00,2024.01,9.57,2496.82,146.95
06 03 2018 01:10,1256.11,7.80,1418.59,145.64
06 03 2018 01:20,1474.67,8.51,1833.39,141.14
06 03 2018 01:30,1666.66,8.69,1946.56,139.32
06 03 2018 01:40,1609.37,8.34,1731.84,142.94
06 03 2018 01:50,1535.44,8.30,1707.05,141.05
06 03 2018 02:00,1264.23,7.45,1229.93,150.28
06 03 2018 02:10,1995.40,8.84,2043.05,161.09
06 03 2018 02:20,2797.48,10.49,3060.82,167.83
06 03 2018 02:30,2769.10,10.45,3040.91,167.54
06 03 2018 02:40,3402.61,11.59,3443.99,170.49
06 03 2018 02:50,3574.76,11.97,3517.22,173.08
06 03 2018 03:00,3503.97,11.91,3507.97,176.73
06 03 2018 03:10,3603.69,13.13,3600.00,179.49
06 03 2018 03:20,3578.58,14.23,3600.00,179.88
06 03 2018 03:30,3599.67,14.63,3600.00,180.22
06 03 2018 03:40,3588.79,14.12,3600.00,178.95
06 03 2018 03:50,3580.58,14.20,3600.00,181.53
06 03 2018 04:00,3512.59,14.39,3600.00,184.24
06 03 2018 04:10,3563.88,13.70,3600.00,185.50
06 03 2018 04:20,3537.96,13.26,3600.00,184.53
06 03 2018 04:30,3525.17,13.25,3600.00,185.27
06 03 2018 04:40,3497.87,12.57,3583.82,182.50
06 03 2018 04:50,3480.99,12.68,3590.08,182.18
06 03 2018 05:00,3500.15,13.24,3600.00,184.19
06 03 2018 05:10,3272.11,11.51,3424.81,186.45
06 03 2018 05:20,2346.09,9.77,2641.09,186.61
06 03 2018 05:30,2691.61,10.24,2935.10,187.28
06 03 2018 05:40,3365.08,11.89,3503.14,183.99
06 03 2018 05:50,3488.85,13.39,3600.00,188.49
06 03 2018 06:00,3462.05,14.03,3600.00,191.07
06 03 2018 06:10,3465.30,14.29,3600.00,190.54
06 03 2018 06:20,3482.54,13.42,3600.00,186.41
06 03 2018 06:30,3598.57,13.95,3600.00,188.67
06 03 2018 06:40,3602.87,14.95,3600.00,191.11
06 03 2018 06:50,3602.63,14.95,3600.00,190.71
06 03 2018 07:00,3600.78,15.17,3600.00,196.38
06 03 2018 07:10,3602.23,16.91,3600.00,200.28
06 03 2018 07:20,3602.62,16.84,3600.00,200.47
06 03 2018 07:30,3561.62,13.53,3600.00,188.12
06 03 2018 07:40,3149.61,11.57,3439.47,202.69
06 03 2018 07:50,2833.88,10.81,3199.72,218.86
06 03 2018 08:00,3190.72,11.87,3499.79,227.89
06 03 2018 08:10,3572.32,14.08,3600.00,220.28
06 03 2018 08:20,3600.27,15.89,3600.00,212.12
06 03 2018 08:30,3592.18,16.24,3600.00,208.22
06 03 2018 08:40,3484.92,17.26,3600.00,205.41
06 03 2018 08:50,3465.49,18.31,3600.00,205.08
06 03 2018 09:00,3461.06,17.46,3600.00,204.81
06 03 2018 09:10,3464.07,16.66,3600.00,206.17
06 03 2018 09:20,3502.08,16.02,3600.00,205.34
06 03 2018 09:30,3555.96,15.75,3600.00,211.46
06 03 2018 09:40,3478.86,15.34,3600.00,206.23
06 03 2018 09:50,3476.14,15.44,3600.00,203.66
06 03 2018 10:00,3467.08,15.90,3600.00,203.77
06 03 2018 10:10,3576.21,15.25,3600.00,204.81
06 03 2018 10:20,3602.32,15.31,3600.00,205.53
06 03 2018 10:30,3601.53,14.97,3600.00,207.88
06 03 2018 10:40,3580.01,14.46,3600.00,209.75
06 03 2018 10:50,3601.71,14.18,3600.00,206.95
06 03 2018 11:00,3599.23,15.82,3600.00,206.79
06 03 2018 11:10,3602.59,16.13,3600.00,211.11
06 03 2018 11:20,3602.45,16.68,3600.00,213.04
06 03 2018 11:30,3602.24,16.79,3600.00,212.41
06 03 2018 11:40,3601.75,15.17,3600.00,213.56
06 03 2018 11:50,3605.76,14.97,3600.00,213.12
06 03 2018 12:00,3602.42,15.51,3600.00,213.01
06 03 2018 12:10,3601.98,14.13,3600.00,209.94
06 03 2018 12:20,3471.55,12.86,3596.44,207.42
06 03 2018 12:30,3477.32,12.19,3548.36,200.29
06 03 2018 12:40,2592.90,10.20,2910.96,209.54
06 03 2018 12:50,3423.70,13.68,3600.00,216.43
06 03 2018 13:00,3437.24,13.01,3600.00,220.04
06 03 2018 13:10,3554.12,13.24,3600.00,222.72
06 03 2018 13:20,3470.65,13.39,3600.00,225.04
06 03 2018 13:30,3596.55,13.86,3600.00,221.23
06 03 2018 13:40,3441.23,11.91,3507.38,218.19
06 03 2018 13:50,3477.44,12.43,3573.90,217.25
06 03 2018 14:00,3468.40,11.94,3512.17,210.27
06 03 2018 14:10,3546.25,12.88,3596.82,212.30
06 03 2018 14:20,3596.86,13.41,3600.00,215.39
06 03 2018 14:30,3548.75,12.87,3596.50,211.11
06 03 2018 14:40,3596.45,13.27,3600.00,214.69
06 03 2018 14:50,3572.95,13.22,3600.00,209.76
06 03 2018 15:00,3407.27,12.06,3530.82,208.93
06 03 2018 15:10,3563.85,13.64,3600.00,213.51
06 03 2018 15:20,3568.44,12.65,3588.63,212.69
06 03 2018 15:30,3569.29,13.15,3600.00,214.45
06 03 2018 15:40,3589.85,12.89,3596.90,210.86
06 03 2018 15:50,3562.13,14.04,3600.00,210.34
06 03 2018 16:00,3568.10,14.37,3600.00,213.83
06 03 2018 16:10,3591.38,13.71,3600.00,213.62
06 03 2018 16:20,3592.32,13.59,3600.00,216.34
06 03 2018 16:30,3599.18,14.07,3600.00,219.63
06 03 2018 16:40,3599.94,14.09,3600.00,220.10
06 03 2018 16:50,3538.89,12.84,3595.77,216.65
06 03 2018 17:00,3498.21,12.24,3554.44,216.66
06 03 2018 17:10,3570.82,13.43,3600.00,219.72
06 03 2018 17:20,3585.95,14.70,3600.00,219.34
06 03 2018 17:30,3585.73,15.41,3600.00,215.70
06 03 2018 17:40,3515.12,15.81,3600.00,216.31
06 03 2018 17:50,3486.50,16.21,3600.00,217.03
06 03 2018 18:00,3510.32,16.37,3600.00,217.10
06 03 2018 18:10,3530.26,17.27,3600.00,217.08
06 03 2018 18:20,3497.01,17.12,3600.00,216.89
06 03 2018 18:30,3535.50,16.05,3600.00,217.56
06 03 2018 18:40,3531.98,15.43,3600.00,215.94
06 03 2018 18:50,3519.81,14.30,3600.00,209.48
06 03 2018 19:00,3478.78,14.12,3600.00,208.23
06 03 2018 19:10,3463.01,15.07,3600.00,205.38
06 03 2018 19:20,3475.33,16.17,3600.00,203.10
06 03 2018 19:30,3465.58,17.30,3600.00,205.50
06 03 2018 19:40,3461.45,17.34,3600.00,205.38
06 03 2018 19:50,3461.84,17.46,3600.00,204.35
06 03 2018 20:00,3461.81,16.63,3600.00,203.62
06 03 2018 20:10,3461.68,17.34,3600.00,205.11
06 03 2018 20:20,3477.93,16.35,3600.00,206.63
06 03 2018 20:30,3484.26,16.91,3600.00,201.80
06 03 2018 20:40,3461.78,18.87,3600.00,199.63
06 03 2018 20:50,3462.20,17.22,3600.00,201.22
06 03 2018 21:00,3461.83,16.42,3600.00,197.54
06 03 2018 21:10,3461.52,17.64,3600.00,201.97
06 03 2018 21:20,3461.77,19.34,3600.00,204.04
06 03 2018 21:30,3462.19,18.42,3600.00,203.34
06 03 2018 21:40,3462.03,19.36,3600.00,201.65
06 03 2018 21:50,3462.08,18.64,3600.00,196.08
06 03 2018 22:00,3461.64,18.73,3600.00,193.70
06 03 2018 22:10,3461.77,18.17,3600.00,191.44
06 03 2018 22:20,3462.02,17.98,3600.00,190.89
06 03 2018 22:30,3462.26,18.39,3600.00,195.06
06 03 2018 22:40,3462.39,18.67,3600.00,195.83
06 03 2018 22:50,3462.14,18.74,3600.00,193.09
06 03 2018 23:00,3462.07,19.36,3600.00,190.40
06 03 2018 23:10,3461.87,20.28,3600.00,190.81
06 03 2018 23:20,3462.30,19.89,3600.00,193.07
06 03 2018 23:30,3462.43,19.04,3600.00,192.33
06 03 2018 23:40,3462.22,18.67,3600.00,190.48
06 03 2018 23:50,3462.08,18.80,3600.00,189.63
07 03 2018 00:00,3461.81,19.75,3600.00,187.44
07 03 2018 00:10,3462.08,20.71,3600.00,187.78
07 03 2018 00:20,3461.95,21.15,3600.00,186.97
07 03 2018 00:30,3461.93,21.35,3600.00,190.14
07 03 2018 00:40,3462.20,20.47,3600.00,189.10
07 03 2018 00:50,3462.19,19.99,3600.00,191.55
07 03 2018 01:00,3461.60,21.15,3600.00,190.25
07 03 2018 01:10,3462.16,21.13,3600.00,190.39
07 03 2018 01:20,3462.32,20.96,3600.00,190.98
07 03 2018 01:30,3462.35,19.54,3600.00,188.27
07 03 2018 01:40,3462.46,18.30,3600.00,190.51
07 03 2018 01:50,3462.19,18.10,3600.00,192.22
07 03 2018 02:00,3461.92,18.88,3600.00,193.09
07 03 2018 02:10,3462.00,19.09,3600.00,193.41
07 03 2018 02:20,3462.40,19.35,3600.00,194.39
07 03 2018 02:30,3462.42,20.03,3600.00,194.77
07 03 2018 02:40,3462.47,19.85,3600.00,196.63
07 03 2018 02:50,3462.40,20.55,3600.00,198.49
07 03 2018 03:00,3462.35,20.46,3600.00,197.71
07 03 2018 03:10,3462.14,21.23,3600.00,198.03
07 03 2018 03:20,3462.32,21.61,3600.00,198.94
07 03 2018 03:30,3462.63,21.31,3600.00,198.13
07 03 2018 03:40,3462.88,20.35,3600.00,194.42
07 03 2018 03:50,3462.57,19.54,3600.00,191.53
07 03 2018 04:00,3462.48,19.86,3600.00,191.23
07 03 2018 04:10,3462.54,20.31,3600.00,192.68
07 03 2018 04:20,3462.30,19.44,3600.00,187.91
07 03 2018 04:30,3462.31,18.88,3600.00,186.04
07 03 2018 04:40,3462.68,18.12,3600.00,188.62
07 03 2018 04:50,3462.35,18.08,3600.00,188.58
07 03 2018 05:00,3462.88,17.89,3600.00,189.71
07 03 2018 05:10,3462.81,18.08,3600.00,192.39
07 03 2018 05:20,3462.60,18.26,3600.00,192.69
07 03 2018 05:30,3462.59,17.96,3600.00,195.43
07 03 2018 05:40,3551.48,18.83,3600.00,197.06
07 03 2018 05:50,3601.61,18.13,3600.00,198.60
07 03 2018 06:00,3602.08,18.20,3600.00,199.37
07 03 2018 06:10,3602.42,17.35,3600.00,201.14
07 03 2018 06:20,3602.11,17.16,3600.00,203.58
07 03 2018 06:30,3602.49,16.96,3600.00,203.98
07 03 2018 06:40,3602.24,17.31,3600.00,205.53
07 03 2018 06:50,3602.63,16.57,3600.00,207.07
07 03 2018 07:00,3601.91,17.61,3600.00,208.04
07 03 2018 07:10,3602.08,16.78,3600.00,209.01
07 03 2018 07:20,3602.67,15.36,3600.00,209.22
07 03 2018 07:30,3602.58,15.75,3600.00,212.28
07 03 2018 07:40,3602.42,16.45,3600.00,215.80
